
17,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
41,0,0,0,0,0,0,0

25,5,0,0,0,0,0,0
36,4,0,0,0,0,0,0
38,3,0,0,0,0,0,0

20,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0

34,1,0,0,0,0,0,0
45,1,0,0,0,0,0,0

47,10,0,0,0,0,0,0
49,8,0,0,0,0,0,0

29,3,0,0,0,0,0,0
38,3,0,0,0,0,0,0
39,2,0,0,0,0,0,0

19,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0

32,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0

44,4,0,0,0,0,0,0
49,3,0,0,0,0,0,0

35,2,0,0,0,0,0,0
50,2,0,0,0,0,0,0
58,1,0,0,0,0,0,0

40,0,0,0,0,0,0,0
48,0,0,0,0,0,0,0
47,0,0,0,0,0,0,0

31,6,0,0,0,0,0,0
74,15,5,0,0,0,0,0
92,19,12,4,0,0,0,0
103,22,13,5,1,0,0,0
108,21,11,5,0,0,0,0

76,40,11,0,1,0,0,0
108,65,35,6,12,7,2,0
120,70,40,8,20,11,4,1

66,27,7,0,1,0,0,0
79,26,7,0,1,0,0,0

29,16,3,0,0,0,0,0
82,21,5,0,0,0,0,0

31,9,2,0,0,0,0,0
85,28,8,0,1,0,0,0
87,25,7,0,1,0,0,0

31,6,0,0,0,0,0,0
68,28,3,1,2,0,0,0
93,40,10,4,5,0,0,0
110,44,12,5,5,0,0,0
116,43,11,6,4,0,0,0

75,18,3,0,0,0,0,0
96,20,3,0,0,0,0,0

72,11,2,0,0,0,0,0
93,15,7,2,0,0,0,0

49,12,1,0,0,0,0,0
91,25,7,1,0,0,0,0

62,10,2,0,0,0,0,0
94,15,4,0,0,0,0,0

39,6,0,0,0,0,0,0
59,5,0,0,0,0,0,0
72,5,1,0,0,0,0,0
79,4,2,0,0,0,0,0
84,3,2,0,0,0,0,0
85,2,2,0,0,0,0,0

36,9,0,0,0,0,0,0
69,11,4,0,2,0,0,0
84,10,4,0,2,0,0,0

31,3,0,0,0,0,0,0
54,5,0,0,0,0,0,0
58,5,0,0,0,0,0,0

34,7,0,0,0,0,0,0
67,15,2,0,0,0,0,0
82,15,3,0,0,0,0,0

26,2,0,0,0,0,0,0
51,5,0,0,0,0,0,0
71,6,0,0,0,0,0,0
86,6,2,0,0,0,0,0
95,6,3,1,0,0,0,0
100,6,3,1,1,0,0,0

31,4,0,0,0,0,0,0
74,8,2,0,0,0,0,0
87,10,3,0,0,0,0,0
96,10,4,1,0,0,0,0

24,2,0,0,0,0,0,0
55,8,2,0,0,0,0,0
70,8,3,0,0,0,0,0
72,7,2,0,0,0,0,0

30,1,0,0,0,0,0,0
59,3,1,0,0,0,0,0
72,6,2,0,0,0,0,0

29,7,0,0,0,0,0,0
66,12,0,0,0,0,0,0
83,15,3,4,0,0,0,0
96,19,4,7,1,2,0,0
103,21,6,9,2,5,0,0
107,19,6,8,1,5,0,0

43,14,0,0,0,0,0,0
67,26,0,1,0,0,0,0
77,28,0,1,0,0,0,0
81,27,0,1,0,0,0,0

54,17,0,0,0,0,0,0
74,22,1,0,0,0,0,0

31,5,2,1,0,0,0,0
59,6,3,0,0,0,0,0
61,5,2,0,0,0,0,0

26,11,1,0,0,0,0,0
50,25,4,0,2,0,0,0
69,22,4,0,3,0,0,0

33,25,1,0,1,0,0,0
60,25,1,0,1,0,0,0

32,7,0,0,0,0,0,0
51,17,1,0,0,0,0,0
57,17,0,0,0,0,0,0

22,9,3,1,0,0,0,0
33,8,2,1,0,0,0,0
36,7,1,0,0,0,0,0

50,18,0,0,0,0,0,0
61,18,0,0,0,0,0,0

36,15,0,0,0,0,0,0
65,17,0,0,0,0,0,0
65,17,0,0,0,0,0,0
69,16,0,0,0,0,0,0

39,29,1,2,0,0,0,0
65,44,4,3,0,0,0,0
82,43,5,2,0,0,0,0

31,19,1,0,0,0,0,0
55,41,6,0,1,0,0,0

27,8,0,2,0,0,0,0
47,29,0,3,1,0,0,0
51,29,0,2,1,0,0,0

18,3,0,0,0,0,0,0
37,23,0,0,0,0,0,0
51,29,0,0,0,0,0,0

31,12,1,0,0,0,0,0
85,41,13,3,2,0,0,0
103,43,12,4,3,0,0,0

63,17,3,0,0,0,0,0
67,16,2,0,0,0,0,0

24,3,3,0,0,0,0,0
56,10,5,0,0,0,0,0
60,8,3,0,0,0,0,0

48,13,4,0,0,0,0,0
80,20,7,0,0,0,0,0

58,24,5,0,0,0,0,0

26,1,0,0,0,0,0,0
66,3,2,0,1,0,0,0
78,4,3,0,1,0,0,0

35,10,2,0,0,0,0,0
63,14,5,0,0,0,0,0
71,13,5,0,0,0,0,0

40,10,0,0,0,0,0,0
61,18,0,0,0,0,0,0
74,20,0,0,0,1,0,0

45,27,2,0,0,0,0,0
67,46,9,1,2,1,0,0
83,47,10,1,2,0,0,0

46,26,0,0,0,0,0,0
70,43,3,1,3,0,0,0
86,43,3,1,4,0,0,0

32,6,0,0,0,0,0,0
44,9,0,0,0,0,0,0
67,18,2,0,0,0,0,0
81,28,8,0,1,1,0,0
91,30,10,0,1,4,1,0
95,29,11,0,1,4,2,0
100,27,11,0,1,4,1,0

23,0,0,0,0,0,0,0
39,10,0,0,0,0,0,0
49,20,0,0,0,0,0,0
54,29,1,0,0,0,0,0
58,35,2,0,0,0,0,0
61,39,3,0,0,0,0,0
64,40,4,0,0,0,0,0
69,41,4,0,0,1,0,0
81,43,5,0,0,1,0,0
82,43,5,1,0,0,0,0

90,37,4,3,0,0,0,0
99,42,5,3,0,0,0,0

38,6,0,0,0,0,0,0
48,11,0,0,0,0,0,0
61,10,1,0,0,0,0,0
66,8,1,0,0,0,0,0

31,6,0,0,0,0,0,0
61,30,4,1,0,0,0,0
77,40,7,3,0,3,0,0
94,40,8,3,0,3,0,0
104,40,9,4,0,3,0,0
108,38,9,5,0,3,0,0

54,17,0,0,0,0,0,0
86,34,8,1,0,0,0,0
100,41,12,4,2,1,1,0
111,45,12,6,4,3,1,0
116,45,13,6,7,5,1,0
119,42,13,6,7,5,1,0

52,4,0,0,0,0,0,0
65,10,0,0,0,0,0,0
77,14,0,0,0,0,0,0
91,20,3,1,0,0,0,0
100,26,7,2,0,1,0,0
106,31,9,3,1,2,0,0
110,35,11,4,1,4,0,0
113,36,13,5,2,6,0,0
116,34,13,5,1,6,0,0

44,16,0,0,0,0,0,0
68,47,1,0,0,0,0,0
84,62,4,0,1,1,0,0
101,67,10,0,0,2,0,0
109,67,13,2,0,2,0,0

48,12,0,0,0,0,0,0
73,48,2,0,0,0,0,0
88,55,6,0,1,0,0,0
98,56,8,1,1,0,0,0
101,53,8,1,1,0,0,0

47,16,0,0,0,0,0,0
68,42,0,0,2,0,0,0
85,66,4,2,8,0,0,0
96,73,8,4,13,0,1,0
106,71,10,6,13,0,1,0

56,26,0,0,0,0,0,0
89,32,0,0,1,0,0,0

49,22,3,0,0,0,0,0
82,41,6,0,0,0,0,0
85,39,6,0,0,0,0,0

40,11,6,2,0,0,0,0
69,21,8,1,0,0,0,0
81,22,7,2,0,1,0,0
89,21,5,2,0,1,0,0

47,13,0,0,0,0,0,0
90,25,0,0,0,0,0,0
95,24,0,0,0,0,0,0

43,6,0,0,0,0,0,0
85,18,1,0,0,0,0,0
101,20,1,0,0,0,0,0

55,32,0,0,0,0,0,0
84,49,1,1,3,3,0,0
109,65,6,2,4,7,0,0
116,65,9,3,4,8,2,0

50,18,0,0,0,0,0,0
96,35,3,0,9,3,0,0
113,39,8,4,16,9,0,0
120,38,10,6,17,9,0,1
124,37,11,7,18,8,1,1
126,34,10,8,19,6,2,2

61,40,4,3,3,0,0,0
84,62,9,6,11,3,1,0
102,66,11,8,16,2,5,0
109,65,12,8,18,3,9,3
113,62,12,8,17,2,9,3

34,7,0,0,0,0,0,0
42,8,0,0,0,0,0,0
47,14,0,0,0,0,0,0
52,19,0,0,0,0,0,0
59,22,0,0,0,0,0,0
65,24,0,0,0,0,0,0
69,26,0,0,0,0,0,0
79,32,3,0,0,0,0,0
100,52,29,18,11,5,5,2

31,2,0,0,0,0,0,0
46,6,0,0,0,0,0,0
59,12,0,0,0,0,0,0
59,12,0,0,0,0,0,0
68,18,0,0,0,0,0,0
76,24,0,0,0,0,0,0
80,27,0,0,0,0,0,0
84,31,0,0,0,0,0,0
111,61,36,26,18,15,13,9
116,66,42,32,24,21,17,13

43,10,0,0,0,0,0,0
56,21,0,0,0,0,0,0
68,35,0,0,0,0,0,0
78,44,5,1,0,0,0,0
83,49,8,3,0,0,0,0
87,57,11,3,0,0,0,0
92,66,13,5,0,0,0,0
95,73,16,6,0,0,0,0
101,77,17,6,1,1,0,0
105,82,18,6,2,1,0,0
108,83,18,7,2,1,1,0
110,84,18,7,3,3,1,0
111,85,19,7,4,4,1,0
111,83,19,8,4,4,2,0
122,85,28,12,7,9,5,1

28,0,0,0,0,0,0,0
49,14,0,0,0,0,0,0
62,25,2,0,0,0,0,0
71,34,3,0,0,0,0,0
77,40,5,0,0,0,0,0
83,46,7,0,0,0,0,0
89,52,9,0,0,0,0,0
93,56,10,0,0,0,0,0
99,56,12,0,0,1,0,0
104,57,13,0,0,1,0,0
109,59,13,0,0,1,0,0
113,60,14,2,0,1,0,0
117,61,15,4,0,1,0,0
120,59,16,4,1,0,0,0

34,9,0,0,0,0,0,0
60,23,0,0,0,0,0,0
80,37,3,1,0,0,0,0
92,44,4,1,0,2,0,0
96,46,4,1,0,2,0,0

33,8,0,0,0,0,0,0
82,32,3,1,0,0,0,0
98,39,7,2,0,1,0,0
108,42,8,3,0,2,0,0
113,39,8,3,0,1,0,0

32,4,0,0,0,0,0,0
77,52,6,0,1,2,0,0
98,65,10,0,4,7,1,0
110,65,12,0,7,11,2,0
117,62,12,0,6,12,2,0

42,12,0,0,0,0,0,0
65,31,0,0,0,0,0,0
